locality,home_type,subtype,price,type_of_sale,room,area,equipped,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_land_area,facades,swimming_pool,state_of building
 Troonstraat 37,Appartement,,159000,,1,,,0,,,,,,,,0,
 Johannastraat 1-3,Appartement,,159000,,1,,,0,,,,,,,,0,
 Cheneux 17/19,Ferme,,159000,,,,,0,,,,,, 8.5 ares,,0,
 Marie-Joselaan 10,Appartement,,159000,,,,,0,,,,,,,,0,
 Rue aux Fleurs 12,Maison,,159000,,,,,0,,,,,, 2.05 ares,,0,
 Waide des Dames 74,Maison,,159000,,,,,0,,,,,,,,0,
 Rue Grande E,Maison,,159000,,,,,0,,,,1, 2.6 ares, 3.34 ares,,0,
 Rue Saint-Fiacre 119,Maison,,159000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Appartement,,159000,,1,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Rez-de-chaussée,,159000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Rez-de-chaussée,,159000,,,,,0,,,,,,,,0,
 Essex Scottishlaan 51,Rez-de-chaussée,,159000,,,,,0,,,,,,,,0,
 rue de la station 169,Appartement,,159000,,,,,0,,,,,,,,0,
 rue Emile Vandervelde 421,Maison,,159000,,,,,0,,,,,, 1.32 are,,0,
 Rue du Crombion 4,Maison,,159000,,,,,0,,,,,, 3.15 ares,,0,
 Zeelaan 45,Appartement,,159380,,1,,,0,,,,,,,,0,
 Rue du Roc 1,Maison,,159500,,,,,0,,,,1, 2.7 ares, 2.18 ares,,0,
 Montagne Sainte-Walburge 6,Appartement,,159500,,,,,0,,,,,,,,0,
 Rue de la Résistance 54,Maison,,159900,,1,,,0,,,,,, 4.92 ares,,0,
 rue de l'égalité 40,Maison,,159900,,,,,0,,,,,,,,0,
 Sint-Ambrosiusstraat 1/0104,Appartement,,160000,,1,,,0,,,,,, 0.95 are,,0,
 Albert I Laan 112,Appartement,,160000,,1,,,0,,,,,,,,0,
 Vakantiestraat 3,Immeuble,,160000,,1,,,,,,,,,,,0,
 Rue Pont à la Faulx 68,Maison,,160000,,,,,0,,,,,,,,0,
 Petit Barvaux 47,Maison,,160000,,,,,0,,,,,,,,0,
 Route de Durbuy 32,Appartement,,160000,,,,,0,,,,,,,,0,
 Lange Lozanastraat 233,Appartement,,160000,,,,,0,,,,,,,,0,
 Torhoutsesteenweg 310,Appartement,,160000,,,,,0,,,,,,,,0,
 Guido Gezellestraat 22,Maison,,160000,,,,,0,,,,,,,,0,
 Leopoldlaan 132,Appartement,,160000,,,,,0,,,,,,,,0,
 Rue de Tamines 29,Appartement,,160000,,,,,0,,,,,,,,0,
 Rue de Tamines 29,Appartement,,160000,,,,,0,,,,,,,,0,
 Rue de l'Eglise  73,Maison,,160000,,,,,0,,,,1, 8.6 ares, 8.6 ares,,0,
 Hospitaalstraat 5,Appartement,,160000,,1,,,0,,,,,,,,0,
 Vakantiestraat 4,Appartement,,160000,,1,,,0,,,,,,,,0,
 Rue Armand Bocquet 4B/011,Appartement,,160350,,,,,0,,,,,,,,0,
 Rue Armand Bocquet 4C/011,Appartement,,160350,,,,,0,,,,,,,,0,
 Rue Armand Bocquet 4D/011,Appartement,,160350,,,,,0,,,,,,,,0,
 Strijkerstraat 1,Appartement,,161000,,1,,,0,,,,,, 0.68 are,,0,
 Sint-Ambrosiusstraat 1/0204,Appartement,,162000,,1,,,0,,,,,, 0.95 are,,0,
 Essex Scottishlaan 53,Appartement,,162500,,1,,,0,,,,,,,,0,
 Essex Scottishlaan 53,Appartement,,162500,,1,,,0,,,,,,,,0,
 Rue Président Wilson,Studio,,163000,,,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,163000,,1,,,0,,,,,,,,0,
 IJzerlaan 40,Appartement,,163500,,1,,,0,,,,,,,,0,
 Staakstraat 123,Maison,,164000,,,,,0,,,,1, 1.1 are, 2.4 ares,,0,
 Rue de la Petite-Ile 8,Appartement,,164000,,1,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,164000,,1,,,0,,,,,,,,0,
 rue de menin 36,Appartement,,164500,,,,,0,,,,,,,,0,
 Rue de Menin  36,Appartement,,164500,,,,,0,,,,,,,,0,
 Engelsenlaan 5/0002,Appartement,,165000,,1,,,0,,,,1, 0.42 are, 1.11 are,,0,
 Rue Docteur André 85,Maison,,165000,,,,,0,,,,,, 3.3 ares,,0,
 Duinenstraat 333,Appartement,,165000,,,,,,,,,,,,,0,
 Arendlaan 19,Appartement,,165000,,,,,0,,,,,,,,0,
 tenimont 7,Maison,,165000,,,,,0,,,,,,,,0,
 Graaf Jansdijk 14,Appartement,,165000,,,,,,,,,,,,,0,
 Plaats 27,Rez-de-chaussée,,165000,,1,,,0,,,,,,,,0,
 Tempelhofstraat 6,Appartement,,165000,,1,,,,,,,,,,,0,
 NC,Appartement,,165000,,,,,0,,,,,,,,0,
,Appartement,,165000,,,,,,,,,,,,,0,
 Franslaan 109,Appartement,,165000,,1,,,0,,,,,, 0.42 are,,0,
 Rue Pont des Chaînes 6,Appartement,,165000,,,,,0,,,,,,,,0,
 Engelsenlaan 5/0002,Maison,,165000,,1,,,0,,,,1, 0.42 are, 1.11 are,,0,
 Grote Herreweg 125a,Maison,,165000,,,,,0,,,,,, 1.04 are,,0,
 Grote Herreweg 125a,Maison,,165000,,,,,0,,,,,, 1.04 are,,0,
 Engelsenlaan 5/0002,Appartement,,165000,,1,,,0,,,,1, 0.42 are, 1.11 are,,0,
 Laarbekestraat 16,Appartement,,165000,,,,,0,,,,,, 3.63 ares,,0,
 Rue de la Cahuaire A.1.2.1.,Appartement,,165000,,,,,0,,,,,,,,0,
 Rue de la Cahuaire A.1.1.1.,Appartement,,165000,,,,,0,,,,,,,,0,
 Place du Sablon 52,Maison,,165000,,,,,0,,,,,, 0.75 are,,0,
 Q. van Uffordweg 79,Maison,,165000,,,,,0,,,,1, 1.3 are, 1.3 are,,0,
 Chemin des Sangliers 106,Chalet,,165000,,,,,0,,,,1, 8.1 ares, 10.25 ares,,0,
 Rue d'Enghien 33,Appartement,,165000,,1,,,0,,,,,,,,0,
 Boulevard Louis Mettewie 50,Appartement,,165000,,,,,0,,,,,,,,0,
 Rue Saint-Jean 9,Maison,,165000,,,,,0,,,,1, 4.5 ares, 7.5 ares,,0,
 Kanonweg 11,Maison,,165000,,,,,0,,,,,, 0.74 are,,0,
 Rue de la Cahuaire A.1.2.1.,Appartement,,165000,,,,,0,,,,,,,,0,
 Rue de la Cahuaire A.1.1.1.,Appartement,,165000,,,,,0,,,,,,,,0,
 Rue des Grands-Champs 88,Maison,,165000,,,,,0,,,,,, 1.1 are,,0,
 Rue d'Offignies 55-61,Maison,,165000,,,,,0,,,,,, 2.15 ares,,0,
 Rue de Gosselies 9,Maison,,165000,,,,,0,,,,,,,,0,
 vakantiestraat 4,Appartement,,165000,,1,,,0,,,,,,,,0,
 Rue Monseigneur Lamy,Maison,,165000,,,,,0,,,,1, 1.25 are, 2.35 ares,,0,
 Rue Monseigneur Lamy,Maison,,165000,,,,,0,,,,1, 1.35 are, 2.35 ares,,0,
 Europaplein 6,Appartement,,165000,,,,,,,,,,,,,0,
 Rue Joseph Delmotte 19,Maison,,165000,,,,,0,,,,,, 5.76 ares,,0,
 Bortierlaan 44,Appartement,,165000,,,,,0,,,,,,,,0,
 IJzerlaan 40,Appartement,,165500,,1,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,165500,,1,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,165500,,1,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,165500,,1,,,0,,,,,,,,0,
 Rue Robert Delange  96+ Lot 9,Maison,,166000,,,,,0,,,,,, 3.04 ares,,0,
 Rue Robert Delange  96+ Lot 8,Maison,,166000,,,,,0,,,,,, 3.04 ares,,0,
 Elisalaan 15,Appartement,,166000,,,,,0,,,,,, 0.4 are,,0,
 Rue Armand Bocquet 4A/011,Appartement,,166350,,,,,0,,,,,,,,0,
 Rue de l'Église 25,Maison,,167500,,,,,0,,,,,, 4 ares,,0,
 A. Dumontlaan 8,Appartement,,168000,,,,,,,,,,,,,0,
 Lange Altaarstraat 30,Appartement,,168000,,1,,,0,,,,,,,,0,
 Felicien Ropsweg 5,Appartement,,168000,,,,,,,,,,,,,0,
 Westhinderstraat 13,Maison,,168000,,,,,0,,,,,,,,0,
 Rue de la Liberté 47,Maison,,168000,,,,,0,,,,1, 12.47 ares, 13.57 ares,,0,
 Rue du Waux-Hall 22/24,Immeuble,,169000,,,,,0,,,,,,,,0,
 Rue Jonas 36,Maison,,169000,,,,,0,,,,1, 1.98 are, 4.31 ares,,0,
 Rue du Marquis d'Ennetières 56,Maison,,169000,,,,,0,,,,,,,,0,
 Westhoeklaan 32,Appartement,,169000,,,,,0,,,,,,,,0,
 Loodsenstraat 13,Appartement,,169000,,,,,,,,,,,,,0,
,Maison,,169000,,,,,0,,,,,,,,0,
 Bergstraat 55,Appartement,,169000,,1,,,0,,,,,,,,0,
,Maison,,169000,,,,,0,,,,,,,,0,
 Leopoldlaan 123,Appartement,,169000,,1,,,0,,,,,,,,0,
 rue saint pierre 9,Maison,,169000,,,,,0,,,,,,,,0,
 Ernest Feysplein 15,Appartement,,169000,,1,,,0,,,,,,,,0,
 Rue de la Résistance 2,Ferme,,169000,,,,,0,,,,,,,,0,
 Zeedijk 250,Appartement,,169000,,1,,,0,,,,,,,,0,
,Maison,,169000,,,,,0,,,,,,,,0,
 Place de la Station 10,Duplex,,169000,,,,,0,,,,,,,,0,
 Duinenstraat 246,Appartement,,169000,,1,,,,,,,,,,,0,
 Zeelaan 43,Appartement,,169000,,1,,,0,,,,,,,,0,
 Zeelaan 41,Appartement,,169000,,1,,,0,,,,,,,,0,
 Zeelaan 41,Appartement,,169000,,1,,,0,,,,,,,,0,
,Maison,,169000,,,,,,,,,,, 0.92 are,,0,
 Leopoldlaan  132,Appartement,,169000,,1,,,0,,,,,,,,0,
 Rue Tiennemesse 17,Maison,,169000,,,,,0,,,,,, 27.89 ares,,0,
 Prins Albertplein 2A,Appartement,,169000,,,,,0,,,,,, 1.65 are,,0,
 Rue César de Paepe 1,Appartement,,169000,,1,,,0,,,,,,,,0,
 Chemin d'Enghien 36,Maison,,169000,,,,,0,,,,,, 1.85 are,,0,
 Dr Fr Verhaeghestraat 34,Appartement,,169000,,,,,0,,,,,,,,0,
 Rue de la Petite-Ile 8,Appartement,,169000,,1,,,0,,,,,,,,0,
 Rue des Sapins 19,Maison,,169000,,,,,0,,,,,, 12.4 ares,,0,
 Steenvoordestraat 19,Maison,,169000,,,,,0,,,,,, 3.57 ares,,0,
 Avenue de la Bourgogne 90,Maison,,169000,,,,,0,,,,,,,,0,
 Oostendelaan 97,Appartement,,169500,,,,,0,,,,,, 0.78 are,,0,
 Quai de Rome 104,Appartement,,169500,,,,,0,,,,,,,,0,
 Square de la demi lune 4/9,Appartement,,169500,,,,,0,,,,,,,,0,
 Rue du Marais 91,Appartement,,169500,,1,,,0,,,,,,,,0,
 Graaf Jansdijk 14,Rez-de-chaussée,,169500,,,,,0,,,,,, 1.02 are,,0,
 Rue d'Armentières  145,Maison,,169900,,,,,0,,,,,, 3.74 ares,,0,
 Achtste Linielaan 3,Maison,,169900,,,,,0,,,,,, 1.46 are,,0,
 Rue Fosse Roulette 50,Maison,,169900,,,,,0,,,,,, 6.14 ares,,0,
 Boomsesteenweg 225,Appartement,,169900,,1,,,0,,,,,, 0.91 are,,0,
 Rue Saint-Georges 34,Maison,,169900,,,,,0,,,,,,,,0,
 Steenstraat 49,Maison,,170000,,,,,0,,,,,,,,0,
 Avenue du Karreveld 8,Appartement,,170000,,1,,,0,,,,,,,,0,
 Boulevard Joseph Bracops 203,Appartement,,170000,,,,,0,,,,,,,,0,
